,date,dn,dn1,day,month,year,hour,minute,zenith_angle,radius_vec,equ_time,declination,rawpar,modpar,corrpar
748,2017-09-24 09:30:00+10:00,267,5,24,9,2017,9,30,40.42732374990929,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1680.86,1584.2536212263194,1664.506408802
749,2017-09-24 09:40:00+10:00,267,5,24,9,2017,9,40,38.267418846308225,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1637.71,1641.3734567757067,1621.776228097
750,2017-09-24 09:50:00+10:00,267,5,24,9,2017,9,50,36.14405612293017,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1783.31,1694.9305386749254,1765.959642017
751,2017-09-24 10:00:00+10:00,267,5,24,9,2017,10,0,34.064224367876406,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1833.47,1744.8726554339908,1815.631620329
752,2017-09-24 10:10:00+10:00,267,5,24,9,2017,10,10,32.036551393212555,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1870.18,1791.1401967110157,1851.984457726
753,2017-09-24 10:20:00+10:00,267,5,24,9,2017,10,20,30.071732144726614,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1909.04,1833.6645422995975,1890.466377128
754,2017-09-24 10:30:00+10:00,267,5,24,9,2017,10,30,28.183051054783906,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1942.17,1872.3680689751945,1923.2740454190002
755,2017-09-24 10:40:00+10:00,267,5,24,9,2017,10,40,26.38699056933737,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1973.86,1907.1655564549026,1954.655723902
756,2017-09-24 10:50:00+10:00,267,5,24,9,2017,10,50,24.703880763281912,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1997.5,1937.9667273657244,1978.06572325
757,2017-09-24 11:00:00+10:00,267,5,24,9,2017,11,0,23.158472865824834,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2023.09,1964.6796236008695,2003.406750463
758,2017-09-24 11:10:00+10:00,267,5,24,9,2017,11,10,21.780198835321173,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2040.67,1987.2145035787703,2020.8157093690002
759,2017-09-24 11:20:00+10:00,267,5,24,9,2017,11,20,20.602716648474882,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2059.31,2005.4879419567333,2039.274355217
760,2017-09-24 11:30:00+10:00,267,5,24,9,2017,11,30,19.662206770794377,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2063.53,2019.4268249852657,2043.4532975710003
761,2017-09-24 11:40:00+10:00,267,5,24,9,2017,11,40,18.993961365738894,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2073.72,2028.9719600754458,2053.544156004
762,2017-09-24 11:50:00+10:00,267,5,24,9,2017,11,50,18.627345337127434,0.9936162223763997,0.13344024040276758,-0.004742758919839653,904.407,2034.0810559419094,895.6077529749001
763,2017-09-24 12:00:00+10:00,267,5,24,9,2017,12,0,18.580243311420272,0.9936162223763997,0.13344024040276758,-0.004742758919839653,15.2644,2034.7308780780397,15.11588807308
764,2017-09-24 12:10:00+10:00,267,5,24,9,2017,12,10,18.85505264003315,0.9936162223763997,0.13344024040276758,-0.004742758919839653,282.461,2030.9184411340461,279.71285219270004
765,2017-09-24 12:20:00+10:00,267,5,24,9,2017,12,20,19.438109786433316,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2061.13,2022.6611625148907,2041.0766478910002
766,2017-09-24 12:30:00+10:00,267,5,24,9,2017,12,30,20.302843855245136,0.9936162223763997,0.13344024040276758,-0.004742758919839653,2009.43,2009.9959674924326,1989.8796527010002
767,2017-09-24 12:40:00+10:00,267,5,24,9,2017,12,40,21.41511389087442,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1958.47,1992.977402517284,1939.4154578290002
768,2017-09-24 12:50:00+10:00,267,5,24,9,2017,12,50,22.738564821837976,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1636.17,1971.674877388571,1620.2512112190002
769,2017-09-24 13:00:00+10:00,267,5,24,9,2017,13,0,24.23855900709214,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1623.95,1946.1692157487896,1608.150103265
770,2017-09-24 13:10:00+10:00,267,5,24,9,2017,13,10,25.884342612919433,0.9936162223763997,0.13344024040276758,-0.004742758919839653,98.3043,1916.5487444566852,97.34786797401
771,2017-09-24 13:20:00+10:00,267,5,24,9,2017,13,20,27.649805932417912,0.9936162223763997,0.13344024040276758,-0.004742758919839653,91.5073,1882.9051934723716,90.61699802611001
772,2017-09-24 13:30:00+10:00,267,5,24,9,2017,13,30,29.513382867087376,0.9936162223763997,0.13344024040276758,-0.004742758919839653,84.9594,1845.329707046556,84.13280450958001
773,2017-09-24 13:40:00+10:00,267,5,24,9,2017,13,40,31.45753757541367,0.9936162223763997,0.13344024040276758,-0.004742758919839653,958.164,1803.9092827537065,948.8417349948
774,2017-09-24 13:50:00+10:00,267,5,24,9,2017,13,50,33.468120558069295,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1858.95,1758.7239562515927,1840.863717765
775,2017-09-24 14:00:00+10:00,267,5,24,9,2017,14,0,35.53374112087317,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1609.69,1709.8450361218981,1594.028843083
776,2017-09-24 14:10:00+10:00,267,5,24,9,2017,14,10,37.645217962191076,0.9936162223763997,0.13344024040276758,-0.004742758919839653,1684.15,1657.3346648373665,1667.7643994050002
